,Sëmundje,Simptomë_1,Simptomë_2,Simptomë_3,Simptomë_4
2742,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
2743,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
2744,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,erëekeqeeurinës,ndjesi_e_urinësevazhdueshme
2745,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
2746,Impetigo,Skuqja_e_lëkurës,temperaturëtëlartë,flluskë,plagëtëkuqerrethhundës
2747,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,erupsionetëlëkurësnodale,njolladiskromike
2748,Alergji,teshtitjetevazhdueshme,tedridhje,tedridhje,lotimngasyte
2749,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
2750,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
2751,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
2752,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
2753,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
2754,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
2755,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
2756,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
2757,Hipertensionin,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
2758,Migrena,aciditeti,dispepsi,dhimbje_koke,vizionipaqartëdheishtrembëruar
2759,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
2760,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anë_trupore,ndjeshmëriendryshuar
2761,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
2762,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
2763,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
2764,Dengue,skuqje_lëkure,të_dridhura,dhimbje_nyjesh,të_vjella
2765,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
2766,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
2767,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
2768,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
2769,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
2770,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
2771,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
2772,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
2773,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
2774,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
2775,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjetëpërgjakshme
2776,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
2777,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
2778,Hipotireoza,lodhje,shtim_peshe,duar_dhekëmbëtëftohta,ndryshimehumori
2779,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
2780,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
2781,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
2782,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
2783,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
2784,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
2785,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzës,erëekeqe_urine,ndjesi_e_urinësevazhdueshme
2786,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
2787,Impetigo,skuqje_lëkure,temperaturë_e_lartë,flluskë,plagëekuqerrethhundës
2788,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,erupsionetëlëkurësnodale,njolladiskromike
2789,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotim_ngasyte
2790,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
2791,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
2792,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
2793,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
2794,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
2795,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
2796,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
2797,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
2798,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
2799,Migrena,aciditeti,dispepsi,dhimbje_koke,vizion_turbullt_dhe_i_shtrembëruar
2800,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësianëgjymtyrë,dhimbjeqafe,marramendje
2801,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anëssëtrupit,ndjeshmëriendryshuar
2802,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
2803,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
2804,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
2805,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbje_nyjesh,të_vjella
2806,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
2807,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
2808,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
2809,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
2810,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
2811,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
2812,Hepatiti alkoolik,tevjella,lekureeverdhe,dhimbje_barku,ënjtja_e_stomakut
2813,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
2814,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
2815,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
2816,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjemegjak
2817,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
2818,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
2819,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimet_e_humorit
2820,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
2821,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
2822,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
2823,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
2824,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
2825,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
2826,Infeksioni i traktit urinar,djegie_miktruimi,parehati_vezikesurinare,ere_ekeqeurine,ndjesi_e_urines
2827,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
2828,Impetigo,Skuqja_e_lëkurës,temperaturëtëlartë,flluskë,plagëtëkuqerrethhundës
2829,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,erupsionetëlëkurësnodale,njolladiskromike
2830,Alergji,teshtitjetevazhdueshme,tedridhje,tedridhje,lotimngasyte
2831,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
2832,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
2833,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
2834,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
2835,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra_martesore
2836,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
2837,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
2838,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
2839,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
2840,Migrena,aciditeti,dispepsi,dhimbje_koke,vizionipaqartëdheishtrembëruar
2841,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
2842,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anë_trupore,ndjesiendryshuar
2843,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
2844,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
2845,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
2846,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbje_nyjesh,të_vjella
2847,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
2848,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
2849,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
2850,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
2851,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
2852,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
2853,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
2854,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
2855,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
2856,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
2857,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjetëpërgjakshme
2858,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
2859,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
2860,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimehumori
2861,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
2862,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
2863,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
2864,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
2865,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
2866,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
2867,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,erëekeqeeurinës,ndjesi_e_urinësevazhdueshme
2868,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
2869,Impetigo,skuqje_lëkure,temperaturë_e_lartë,flluskë,plagëekuqerrethhundës
2870,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,erupsionetëlëkurësnodale,njolladiskromike
2871,Alergji,teshtitjetëvazhdueshme,dridhje,të_dridhura,lotimngasytë
2872,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
2873,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
2874,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
2875,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
2876,SIDA,dobësim_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra_martesore
2877,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
2878,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
2879,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
2880,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
2881,Migrena,aciditeti,dispepsi,dhimbje_koke,vizionipaqartëdheishtrembëruar
2882,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
2883,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anë_trupore,ndjesiendryshuar
2884,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
2885,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
2886,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
2887,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbje_nyjesh,të_vjella
2888,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
2889,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
2890,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
2891,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
2892,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
2893,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
2894,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
2895,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
2896,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
2897,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
2898,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjemegjak
2899,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
2900,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
2901,Hipotireoza,lodhje,shtim_peshe,duart_dhe_këmbët_e_ftohta,ndryshimehumori
2902,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
2903,Hipoglicemia,vjellje,fatigue,ankthi,djersitje
2904,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
2905,Artriti,dobësi_muskujsh,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
2906,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
2907,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
2908,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,erëekeqeeurinës,ndjesi_e_urinësevazhdueshme
2909,Psoriasis,puçrra_lëkure,dhimbje_nyjesh,lëkurë_lëkure,pluhur_si_argjendi
2910,Impetigo,skuqje_lëkure,ethe_elartë,flluska,plagë_kuqe_rreth_hundës
2911,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,shpërthimet_e_lëkurës_nyjore,njolladiskromike
2912,Alergji,teshtitjetëvazhdueshme,dridhje,të_dridhura,lotimngasytë
2913,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
2914,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
2915,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
2916,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
2917,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
2918,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
2919,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
2920,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
2921,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
2922,Migrena,aciditeti,dispepsi,dhimbje_koke,vizionipaqartëdheishtrembëruar
2923,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
2924,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anë_trupore,ndjeshmëriendryshuar
2925,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
2926,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
2927,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
2928,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbje_nyjesh,të_vjella
2929,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
2930,Hepatiti A,dhimbje_nyjesh,të_vjella,lëkura_e_kuqe,urina_e_errët
2931,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
2932,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
2933,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
2934,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
2935,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
2936,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
2937,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
2938,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
2939,Hemorroidet dimorfike (grumbullat),kapsllëku,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitje_tëpërgjakshme
2940,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
2941,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
2942,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimet_e_humorit
2943,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
2944,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
2945,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
2946,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
2947,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
2948,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
2949,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzës,erëekeqe_urine,ndjesi_e_urinësevazhdueshme
2950,​​Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
2951,Impetigo,Skuqja_e_lëkurës,temperaturëtëlartë,flluskë,plagëtëkuqerrethhundës
2952,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,erupsionetëlëkurësnodale,njolladiskromike
2953,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotimngasytë
2954,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
2955,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
2956,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
2957,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
2958,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra_martesore
2959,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
2960,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
2961,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
2962,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
2963,Migrena,aciditeti,dispepsi,dhimbje_koke,vizionipaqartëdheishtrembëruar
2964,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
2965,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anë_trupore,ndjeshmëriendryshuar
2966,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
2967,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
2968,Lija e dhenve,kruarje,skuqje_lëkure,lodhje,letargji
2969,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbjekyçesh,të_vjella
2970,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
2971,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
2972,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
2973,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
2974,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
2975,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
2976,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
2977,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
2978,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
2979,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
2980,Hemorroidet dimorfike (grumbullat),kapsllëku,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitje_tëpërgjakshme
2981,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
2982,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
2983,Hipotireoza,lodhje,shtim_peshe,duart_dhe_këmbët_e_ftohta,ndryshimet_e_humorit
2984,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
2985,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
2986,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
2987,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,ngurtësi_lëvizje
2988,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
2989,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
2990,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzës,erëekeqe_urine,ndjesi_e_urinësevazhdueshme
2991,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,lëkurë_lëkure,pluhur_si_argjendi
2992,Impetigo,skuqje_lëkure,ethe_elartë,flluska,plagë_rreth_hundës
2993,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,erupsionetëlëkurësnodale,njolladiskromike
2994,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotimngasytë
2995,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
2996,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
2997,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
2998,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
2999,SIDA,muscle_wasting,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
3000,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
3001,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
3002,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
3003,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
3004,Migrena,aciditeti,dispepsi,dhimbje_koke,shikimiturbulltdheishtrembëruar
3005,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
3006,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anëssëtrupit,ndjeshmëriendryshuar
3007,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
3008,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
3009,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
3010,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbje_nyjesh,të_vjella
3011,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
3012,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
3013,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
3014,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
3015,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
3016,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
3017,Hepatiti alkoolik,tevjella,lekureeverdhe,dhimbje_barku,ënjtja_e_stomakut
3018,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
3019,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
3020,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
3021,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjemegjak
3022,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
3023,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
3024,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimet_e_humorit
3025,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
3026,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
3027,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
3028,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
3029,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
3030,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
3031,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,erëekeqeurinës,ndjesi_e_urinësevazhdueshme
3032,Psoriasis,puçrra_lëkure,dhimbje_nyjesh,lëkurë_lëkure,pluhur_si_argjendi
3033,Impetigo,skuqje_lëkure,temperaturë_e_lartë,flluska,plagë_rreth_hundës
3034,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,erupsionenyjeshtëlëkurës,njolladiskromike
3035,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotim_ngasyte
3036,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
3037,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
